date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1260,4.0294
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1040,3.3259
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1582.5,5.0608
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1050,3.3579
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,917.5,2.9341
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1775,5.6764
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1143,3.6553
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,pulses and nuts,Beans,KG,actual,Retail,LKR,836.5,2.6751
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1235,3.9495
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1186,3.7928
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,pulses and nuts,Lentils,KG,actual,Retail,LKR,340,1.0873
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,Bananas,KG,actual,Retail,LKR,229.5,0.7339
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,572.5,1.8308
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,Carrots,KG,actual,Retail,LKR,770,2.4624
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,78.5,0.251
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,391,1.2504
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,405,1.2952
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,404,1.292
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,311,0.9946
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,354,1.1321
2/15/2024,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,882.5,2.8222
2/15/2024,Central,Matale,Matale,7.465357,80.624242,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,157.33,0.5031
2/15/2024,Central,Matale,Matale,7.465357,80.624242,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,217.4,0.6952
2/15/2024,Central,Matale,Matale,7.465357,80.624242,cereals and tubers,Rice (white),KG,actual,Retail,LKR,253.12,0.8095
2/15/2024,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2337.5,7.4752
2/15/2024,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1206.25,3.8575
2/15/2024,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,800,2.5584
2/15/2024,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1550,4.9568
2/15/2024,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2175,6.9555
2/15/2024,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,978.12,3.128
2/15/2024,Central,Matale,Matale,7.465357,80.624242,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1035,3.3099
2/15/2024,Central,Matale,Matale,7.465357,80.624242,pulses and nuts,Lentils,KG,actual,Retail,LKR,312.65,0.9998
2/15/2024,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Bananas,KG,actual,Retail,LKR,177,0.566
2/15/2024,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,552,1.7653
2/15/2024,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,78.5,0.251
2/15/2024,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,370,1.1832
2/15/2024,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,398,1.2728
2/15/2024,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,303.5,0.9706
2/15/2024,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Papaya,KG,actual,Retail,LKR,236,0.7547
2/15/2024,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,402,1.2856
2/15/2024,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,900,2.8782
2/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,216.84,0.6934
2/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,57.95,0.1853
2/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1090.17,3.4863
2/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,800,2.5584
2/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2225,7.1154
2/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2000,6.3959
2/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1208.31,3.8641
2/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1049.62,3.3567
2/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,pulses and nuts,Beans,KG,actual,Retail,LKR,726.5,2.3233
2/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1009.62,3.2287
2/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,pulses and nuts,Lentils,KG,actual,Retail,LKR,312.83,1.0004
2/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,463.5,1.4823
2/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,75.9,0.2427
2/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,319.5,1.0217
2/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,426,1.3623
2/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Papaya,KG,actual,Retail,LKR,227.5,0.7275
2/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,495.12,1.5834
2/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,291.5,0.9322
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,205,0.6556
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,365.33,1.1683
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,217.47,0.6954
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,cereals and tubers,Rice (white),KG,actual,Retail,LKR,259.33,0.8293
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,60.17,0.1924
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2351.11,7.5187
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1318,4.2149
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,982.22,3.1411
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2133.33,6.8223
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,906.67,2.8995
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1650,5.2766
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1064.44,3.404
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1245,3.9815
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,pulses and nuts,Lentils,KG,actual,Retail,LKR,316,1.0106
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,vegetables and fruits,Bananas,KG,actual,Retail,LKR,227.78,0.7284
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,vegetables and fruits,Carrots,KG,actual,Retail,LKR,736.17,2.3542
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,101.4,0.3243
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,408,1.3048
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,vegetables and fruits,Papaya,KG,actual,Retail,LKR,305.56,0.9772
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,446.67,1.4284
2/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,360,1.1513
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,155.88,0.4985
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (white),KG,actual,Retail,LKR,270,0.8634
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,60.12,0.1923
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2150,6.8756
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1206.38,3.8579
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2400,7.6751
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1400,4.4771
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1000,3.198
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1016.67,3.2513
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1058.33,3.3845
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1109.06,3.5467
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1006.25,3.2179
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,vegetables and fruits,Bananas,KG,actual,Retail,LKR,171.67,0.549
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,636.67,2.036
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,vegetables and fruits,Carrots,KG,actual,Retail,LKR,794.58,2.541
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,78.33,0.2505
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,381.67,1.2206
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,vegetables and fruits,Papaya,KG,actual,Retail,LKR,225.42,0.7209
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,625.83,2.0014
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,335,1.0713
2/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,438.33,1.4018
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,159.17,0.509
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,219.17,0.7009
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,cereals and tubers,Rice (white),KG,actual,Retail,LKR,257.5,0.8235
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,56.42,0.1804
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2400,7.6751
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1151.67,3.683
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1300,4.1573
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2000,6.3959
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,866.67,2.7716
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1174.17,3.7549
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1124.58,3.5964
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,pulses and nuts,Beans,KG,actual,Retail,LKR,771.67,2.4678
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1041.67,3.3312
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,vegetables and fruits,Carrots,KG,actual,Retail,LKR,811.67,2.5957
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,67.75,0.2167
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,331.67,1.0607
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,403.33,1.2898
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,317.08,1.014
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,vegetables and fruits,Papaya,KG,actual,Retail,LKR,235.83,0.7542
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,418.33,1.3378
2/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,769.58,2.4611
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,178.5,0.5708
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (white),KG,actual,Retail,LKR,245.6,0.7854
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,61.5,0.1967
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2167.5,6.9316
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1074,3.4346
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,2120,6.7797
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1260,4.0294
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1178.33,3.7683
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1221.5,3.9063
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,pulses and nuts,Beans,KG,actual,Retail,LKR,776.12,2.482
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,pulses and nuts,Lentils,KG,actual,Retail,LKR,323.05,1.0331
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,Bananas,KG,actual,Retail,LKR,191,0.6108
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,Carrots,KG,actual,Retail,LKR,804.5,2.5728
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,57,0.1823
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,439,1.4039
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,314,1.0042
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,339,1.0841
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,562.17,1.7978
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,389.5,1.2456
2/15/2024,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,913,2.9197
2/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,189.5,0.606
2/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,59.56,0.1905
2/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,2045.5,6.5414
2/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1249,3.9942
2/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,995.5,3.1836
2/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1138.5,3.6409
2/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1075.5,3.4394
2/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1000.25,3.1988
2/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,pulses and nuts,Lentils,KG,actual,Retail,LKR,314.1,1.0045
2/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,610,1.9508
2/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Carrots,KG,actual,Retail,LKR,922.5,2.9501
2/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,408.5,1.3064
2/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Papaya,KG,actual,Retail,LKR,195,0.6236
2/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,498,1.5926
2/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,441,1.4103
2/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,889.5,2.8446
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,169.5,0.5421
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,cereals and tubers,Rice (white),KG,actual,Retail,LKR,251.88,0.8055
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,58.9,0.1884
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2200,7.0355
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,916.67,2.9315
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1416.67,4.5304
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2362.5,7.5552
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,918.75,2.9381
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1937.5,6.196
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1187.5,3.7976
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1075,3.4378
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1110,3.5497
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1060,3.3898
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,pulses and nuts,Lentils,KG,actual,Retail,LKR,323.5,1.0345
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,550,1.7589
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,77,0.2462
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,331,1.0585
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,411.5,1.316
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,354,1.1321
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,Papaya,KG,actual,Retail,LKR,194,0.6204
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,601,1.922
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,343,1.0969
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,364,1.1641
2/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,845,2.7023
2/15/2024,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,163.5,0.5229
